date,new_deaths,X7_day_ma_deaths,new_cases,X7_day_ma_cases,total_cases,total_deaths,oil_price,treasury_10_2_spread,avg_hourly_wages,cpi_energy,cpi_food,housing_price_index,black_ur,pce_inflation,total_population,u6,ur,real_gdp,public_debt
1/1/2019,NA,NA,NA,NA,NA,NA,#N/A,#N/A,27.6,-11.332,4.147,8.102,7,2,327776.541,8,4,18833.195,22027880
1/2/2019,NA,NA,NA,NA,NA,NA,54.06,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/3/2019,NA,NA,NA,NA,NA,NA,53.23,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/4/2019,NA,NA,NA,NA,NA,NA,55.64,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/7/2019,NA,NA,NA,NA,NA,NA,57.1,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/8/2019,NA,NA,NA,NA,NA,NA,56.91,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/9/2019,NA,NA,NA,NA,NA,NA,59.46,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/10/2019,NA,NA,NA,NA,NA,NA,60.47,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/11/2019,NA,NA,NA,NA,NA,NA,59.24,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/14/2019,NA,NA,NA,NA,NA,NA,58.8,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/15/2019,NA,NA,NA,NA,NA,NA,58.65,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/16/2019,NA,NA,NA,NA,NA,NA,59.81,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/17/2019,NA,NA,NA,NA,NA,NA,59.85,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/18/2019,NA,NA,NA,NA,NA,NA,62.04,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/21/2019,NA,NA,NA,NA,NA,NA,62.18,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/22/2019,NA,NA,NA,NA,NA,NA,60.9,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/23/2019,NA,NA,NA,NA,NA,NA,61.05,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/24/2019,NA,NA,NA,NA,NA,NA,61.09,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/25/2019,NA,NA,NA,NA,NA,NA,61.49,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/28/2019,NA,NA,NA,NA,NA,NA,59.71,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/29/2019,NA,NA,NA,NA,NA,NA,60.98,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/30/2019,NA,NA,NA,NA,NA,NA,61.89,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/31/2019,NA,NA,NA,NA,NA,NA,62.46,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/1/2019,NA,NA,NA,NA,NA,NA,61.86,0.18,27.7,-11.682,4.949,7.548,7.1,1.823,327871.957,7.2,3.8,NA,NA
2/4/2019,NA,NA,NA,NA,NA,NA,62.26,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/5/2019,NA,NA,NA,NA,NA,NA,61.67,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/6/2019,NA,NA,NA,NA,NA,NA,62.22,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/7/2019,NA,NA,NA,NA,NA,NA,61.01,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/8/2019,NA,NA,NA,NA,NA,NA,61.37,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/11/2019,NA,NA,NA,NA,NA,NA,61.3,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/12/2019,NA,NA,NA,NA,NA,NA,62.58,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/13/2019,NA,NA,NA,NA,NA,NA,63.27,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/14/2019,NA,NA,NA,NA,NA,NA,64,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/15/2019,NA,NA,NA,NA,NA,NA,65.65,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/18/2019,NA,NA,NA,NA,NA,NA,66.41,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/19/2019,NA,NA,NA,NA,NA,NA,65.86,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/20/2019,NA,NA,NA,NA,NA,NA,66.82,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/21/2019,NA,NA,NA,NA,NA,NA,66.91,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/22/2019,NA,NA,NA,NA,NA,NA,66.91,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/25/2019,NA,NA,NA,NA,NA,NA,64.02,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/26/2019,NA,NA,NA,NA,NA,NA,64.51,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/27/2019,NA,NA,NA,NA,NA,NA,65.55,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/28/2019,NA,NA,NA,NA,NA,NA,65.03,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/1/2019,NA,NA,NA,NA,NA,NA,63.71,0.21,27.8,-0.549,5.237,7.225,6.5,1.712,327970.02,7.4,3.8,NA,NA
3/4/2019,NA,NA,NA,NA,NA,NA,64.44,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/5/2019,NA,NA,NA,NA,NA,NA,64.24,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/6/2019,NA,NA,NA,NA,NA,NA,64.51,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/7/2019,NA,NA,NA,NA,NA,NA,64.82,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/8/2019,NA,NA,NA,NA,NA,NA,65.66,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/11/2019,NA,NA,NA,NA,NA,NA,65.06,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/12/2019,NA,NA,NA,NA,NA,NA,65.33,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/13/2019,NA,NA,NA,NA,NA,NA,65.89,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/14/2019,NA,NA,NA,NA,NA,NA,66.18,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/15/2019,NA,NA,NA,NA,NA,NA,66.11,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/18/2019,NA,NA,NA,NA,NA,NA,66.65,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/19/2019,NA,NA,NA,NA,NA,NA,67.13,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/20/2019,NA,NA,NA,NA,NA,NA,68.35,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/21/2019,NA,NA,NA,NA,NA,NA,68.3,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/22/2019,NA,NA,NA,NA,NA,NA,66.29,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/2019,NA,NA,NA,NA,NA,NA,67.37,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/26/2019,NA,NA,NA,NA,NA,NA,67.51,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/27/2019,NA,NA,NA,NA,NA,NA,67.35,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2019,NA,NA,NA,NA,NA,NA,66.08,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2019,NA,NA,NA,NA,NA,NA,67.93,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/2019,NA,NA,NA,NA,NA,NA,69.08,0.16,27.78,3.49,4.359,7.089,6.5,1.855,328079.473,7.4,3.6,18982.528,22023283
4/2/2019,NA,NA,NA,NA,NA,NA,69.68,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2019,NA,NA,NA,NA,NA,NA,69.21,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/4/2019,NA,NA,NA,NA,NA,NA,69.8,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2019,NA,NA,NA,NA,NA,NA,69.93,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/8/2019,NA,NA,NA,NA,NA,NA,71.12,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/9/2019,NA,NA,NA,NA,NA,NA,71.02,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2019,NA,NA,NA,NA,NA,NA,71.63,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2019,NA,NA,NA,NA,NA,NA,71.3,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/12/2019,NA,NA,NA,NA,NA,NA,71.57,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/15/2019,NA,NA,NA,NA,NA,NA,70.9,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/16/2019,NA,NA,NA,NA,NA,NA,70.74,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/17/2019,NA,NA,NA,NA,NA,NA,71.14,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/18/2019,NA,NA,NA,NA,NA,NA,70.71,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/19/2019,NA,NA,NA,NA,NA,NA,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/22/2019,NA,NA,NA,NA,NA,NA,70.71,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/23/2019,NA,NA,NA,NA,NA,NA,74.39,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/24/2019,NA,NA,NA,NA,NA,NA,73.59,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/25/2019,NA,NA,NA,NA,NA,NA,74.94,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2019,NA,NA,NA,NA,NA,NA,71.03,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2019,NA,NA,NA,NA,NA,NA,71.22,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/30/2019,NA,NA,NA,NA,NA,NA,72.19,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/1/2019,NA,NA,NA,NA,NA,NA,72.01,0.21,27.85,-0.952,4.925,6.914,6.1,1.775,328201.245,7.2,3.6,NA,NA
5/2/2019,NA,NA,NA,NA,NA,NA,70.56,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/3/2019,NA,NA,NA,NA,NA,NA,71.95,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/6/2019,NA,NA,NA,NA,NA,NA,71.95,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/7/2019,NA,NA,NA,NA,NA,NA,70.98,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/2019,NA,NA,NA,NA,NA,NA,71.09,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/9/2019,NA,NA,NA,NA,NA,NA,70.61,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2019,NA,NA,NA,NA,NA,NA,71.63,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/13/2019,NA,NA,NA,NA,NA,NA,72.35,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/14/2019,NA,NA,NA,NA,NA,NA,72.53,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/2019,NA,NA,NA,NA,NA,NA,73.09,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/16/2019,NA,NA,NA,NA,NA,NA,74.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/17/2019,NA,NA,NA,NA,NA,NA,73.94,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2019,NA,NA,NA,NA,NA,NA,73.21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/21/2019,NA,NA,NA,NA,NA,NA,72.94,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/22/2019,NA,NA,NA,NA,NA,NA,71.94,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/23/2019,NA,NA,NA,NA,NA,NA,68.37,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/2019,NA,NA,NA,NA,NA,NA,67.98,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/27/2019,NA,NA,NA,NA,NA,NA,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/28/2019,NA,NA,NA,NA,NA,NA,70.19,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/2019,NA,NA,NA,NA,NA,NA,70.64,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/30/2019,NA,NA,NA,NA,NA,NA,69.55,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/31/2019,NA,NA,NA,NA,NA,NA,66.78,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/3/2019,NA,NA,NA,NA,NA,NA,63.16,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/4/2019,NA,NA,NA,NA,NA,NA,63.56,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/5/2019,NA,NA,NA,NA,NA,NA,62.14,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2019,NA,NA,NA,NA,NA,NA,62.77,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2019,NA,NA,NA,NA,NA,NA,64.1,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2019,NA,NA,NA,NA,NA,NA,64.31,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/2019,NA,NA,NA,NA,NA,NA,63.56,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2019,NA,NA,NA,NA,NA,NA,61.66,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/13/2019,NA,NA,NA,NA,NA,NA,63.28,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/14/2019,NA,NA,NA,NA,NA,NA,63.13,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/17/2019,NA,NA,NA,NA,NA,NA,62.56,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/18/2019,NA,NA,NA,NA,NA,NA,63.35,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2019,NA,NA,NA,NA,NA,NA,62.85,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/20/2019,NA,NA,NA,NA,NA,NA,65.44,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/21/2019,NA,NA,NA,NA,NA,NA,65.99,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/24/2019,NA,NA,NA,NA,NA,NA,65.16,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/25/2019,NA,NA,NA,NA,NA,NA,66.24,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/26/2019,NA,NA,NA,NA,NA,NA,66.85,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2019,NA,NA,NA,NA,NA,NA,66.78,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/28/2019,NA,NA,NA,NA,NA,NA,67.52,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019,NA,NA,NA,NA,NA,NA,65.1,0.25,28.03,-3.908,4.484,6.413,5.8,1.912,328475.998,6.9,3.7,19112.653,22719402
7/2/2019,NA,NA,NA,NA,NA,NA,62.72,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2019,NA,NA,NA,NA,NA,NA,63.53,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/4/2019,NA,NA,NA,NA,NA,NA,63.62,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/5/2019,NA,NA,NA,NA,NA,NA,64.23,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2019,NA,NA,NA,NA,NA,NA,64.89,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/9/2019,NA,NA,NA,NA,NA,NA,64.3,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2019,NA,NA,NA,NA,NA,NA,66.41,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/11/2019,NA,NA,NA,NA,NA,NA,67.64,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/12/2019,NA,NA,NA,NA,NA,NA,66.65,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/15/2019,NA,NA,NA,NA,NA,NA,66.86,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/16/2019,NA,NA,NA,NA,NA,NA,65.87,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2019,NA,NA,NA,NA,NA,NA,63.67,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/18/2019,NA,NA,NA,NA,NA,NA,60.7,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/19/2019,NA,NA,NA,NA,NA,NA,61.04,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/22/2019,NA,NA,NA,NA,NA,NA,61.96,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/23/2019,NA,NA,NA,NA,NA,NA,62.28,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/24/2019,NA,NA,NA,NA,NA,NA,63.83,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2019,NA,NA,NA,NA,NA,NA,63.47,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/26/2019,NA,NA,NA,NA,NA,NA,62.46,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/29/2019,NA,NA,NA,NA,NA,NA,62.29,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2019,NA,NA,NA,NA,NA,NA,62.55,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/31/2019,NA,NA,NA,NA,NA,NA,64.07,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2019,NA,NA,NA,NA,NA,NA,62.9,0.17,28.13,-9.266,4.338,6.396,5.4,2.042,328646.02,7.2,3.7,NA,NA
8/2/2019,NA,NA,NA,NA,NA,NA,61.12,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/5/2019,NA,NA,NA,NA,NA,NA,59.32,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/6/2019,NA,NA,NA,NA,NA,NA,58.63,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2019,NA,NA,NA,NA,NA,NA,55.03,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/8/2019,NA,NA,NA,NA,NA,NA,56.29,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/9/2019,NA,NA,NA,NA,NA,NA,57.37,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/12/2019,NA,NA,NA,NA,NA,NA,57.13,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/13/2019,NA,NA,NA,NA,NA,NA,59.9,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/14/2019,NA,NA,NA,NA,NA,NA,57.86,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/15/2019,NA,NA,NA,NA,NA,NA,57.37,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2019,NA,NA,NA,NA,NA,NA,59,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/19/2019,NA,NA,NA,NA,NA,NA,59.79,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/20/2019,NA,NA,NA,NA,NA,NA,59.03,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/21/2019,NA,NA,NA,NA,NA,NA,60.6,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2019,NA,NA,NA,NA,NA,NA,59.81,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/2019,NA,NA,NA,NA,NA,NA,58.64,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/26/2019,NA,NA,NA,NA,NA,NA,58.64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/27/2019,NA,NA,NA,NA,NA,NA,58.44,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/28/2019,NA,NA,NA,NA,NA,NA,60.42,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/29/2019,NA,NA,NA,NA,NA,NA,60.59,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/30/2019,NA,NA,NA,NA,NA,NA,61.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/2/2019,NA,NA,NA,NA,NA,NA,58.55,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/3/2019,NA,NA,NA,NA,NA,NA,57.93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/4/2019,NA,NA,NA,NA,NA,NA,60.68,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/5/2019,NA,NA,NA,NA,NA,NA,62.7,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/6/2019,NA,NA,NA,NA,NA,NA,61.28,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/9/2019,NA,NA,NA,NA,NA,NA,63.99,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/10/2019,NA,NA,NA,NA,NA,NA,64.67,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/11/2019,NA,NA,NA,NA,NA,NA,63.02,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/12/2019,NA,NA,NA,NA,NA,NA,60.76,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/13/2019,NA,NA,NA,NA,NA,NA,61.25,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/2019,NA,NA,NA,NA,NA,NA,68.42,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/2019,NA,NA,NA,NA,NA,NA,65.59,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/2019,NA,NA,NA,NA,NA,NA,64.29,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/2019,NA,NA,NA,NA,NA,NA,64.25,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/2019,NA,NA,NA,NA,NA,NA,65.23,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/2019,NA,NA,NA,NA,NA,NA,64.66,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/24/2019,NA,NA,NA,NA,NA,NA,64.13,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/2019,NA,NA,NA,NA,NA,NA,62.41,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/2019,NA,NA,NA,NA,NA,NA,62.08,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/2019,NA,NA,NA,NA,NA,NA,62.48,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2019,NA,NA,NA,NA,NA,NA,60.99,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/1/2019,NA,NA,NA,NA,NA,NA,60.06,0.09,28.23,-9.842,5.101,6.621,5.6,1.899,328980.52,7,3.6,19202.31,23201380
