date,new_deaths,X7_day_ma_deaths,new_cases,X7_day_ma_cases,total_cases,total_deaths,oil_price,treasury_10_2_spread,avg_hourly_wages,cpi_energy,cpi_food,housing_price_index,black_ur,pce_inflation,total_population,u6,ur,real_gdp,public_debt
10/2/2019,NA,NA,NA,NA,NA,NA,57.92,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/3/2019,NA,NA,NA,NA,NA,NA,58.01,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/4/2019,NA,NA,NA,NA,NA,NA,59.13,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/7/2019,NA,NA,NA,NA,NA,NA,59.46,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/8/2019,NA,NA,NA,NA,NA,NA,58.14,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/9/2019,NA,NA,NA,NA,NA,NA,59.7,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/10/2019,NA,NA,NA,NA,NA,NA,59.08,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/11/2019,NA,NA,NA,NA,NA,NA,60.59,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/14/2019,NA,NA,NA,NA,NA,NA,58.81,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/15/2019,NA,NA,NA,NA,NA,NA,59.19,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/16/2019,NA,NA,NA,NA,NA,NA,59.3,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/17/2019,NA,NA,NA,NA,NA,NA,59.35,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/18/2019,NA,NA,NA,NA,NA,NA,59.96,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/21/2019,NA,NA,NA,NA,NA,NA,58.95,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/22/2019,NA,NA,NA,NA,NA,NA,60.5,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/23/2019,NA,NA,NA,NA,NA,NA,60.52,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/24/2019,NA,NA,NA,NA,NA,NA,61.71,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/25/2019,NA,NA,NA,NA,NA,NA,62.06,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/28/2019,NA,NA,NA,NA,NA,NA,60.39,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/29/2019,NA,NA,NA,NA,NA,NA,61.05,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/30/2019,NA,NA,NA,NA,NA,NA,60.22,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/31/2019,NA,NA,NA,NA,NA,NA,59.3,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/1/2019,NA,NA,NA,NA,NA,NA,60.17,0.17,28.35,-1.832,4.879,7.02,5.6,1.738,329127.484,6.9,3.6,NA,NA
11/4/2019,NA,NA,NA,NA,NA,NA,62.52,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2019,NA,NA,NA,NA,NA,NA,62.72,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/6/2019,NA,NA,NA,NA,NA,NA,62.11,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/7/2019,NA,NA,NA,NA,NA,NA,62.6,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2019,NA,NA,NA,NA,NA,NA,62,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2019,NA,NA,NA,NA,NA,NA,62.58,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/12/2019,NA,NA,NA,NA,NA,NA,62.19,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/13/2019,NA,NA,NA,NA,NA,NA,62.27,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/14/2019,NA,NA,NA,NA,NA,NA,62.46,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/15/2019,NA,NA,NA,NA,NA,NA,63.32,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/18/2019,NA,NA,NA,NA,NA,NA,62.82,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/19/2019,NA,NA,NA,NA,NA,NA,62.37,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/20/2019,NA,NA,NA,NA,NA,NA,63.8,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/21/2019,NA,NA,NA,NA,NA,NA,64.99,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/22/2019,NA,NA,NA,NA,NA,NA,64.83,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/25/2019,NA,NA,NA,NA,NA,NA,64.67,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/26/2019,NA,NA,NA,NA,NA,NA,64.82,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/27/2019,NA,NA,NA,NA,NA,NA,65.03,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/28/2019,NA,NA,NA,NA,NA,NA,64.68,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/29/2019,NA,NA,NA,NA,NA,NA,64.5,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/2/2019,NA,NA,NA,NA,NA,NA,63.2,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2019,NA,NA,NA,NA,NA,NA,62.95,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/4/2019,NA,NA,NA,NA,NA,NA,65.25,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/5/2019,NA,NA,NA,NA,NA,NA,65.67,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/6/2019,NA,NA,NA,NA,NA,NA,66.5,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/9/2019,NA,NA,NA,NA,NA,NA,66.44,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/10/2019,NA,NA,NA,NA,NA,NA,66.57,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/11/2019,NA,NA,NA,NA,NA,NA,65.37,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/12/2019,NA,NA,NA,NA,NA,NA,66.67,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/13/2019,NA,NA,NA,NA,NA,NA,67.44,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/16/2019,NA,NA,NA,NA,NA,NA,68.04,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/17/2019,NA,NA,NA,NA,NA,NA,68.99,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/18/2019,NA,NA,NA,NA,NA,NA,69.12,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/19/2019,NA,NA,NA,NA,NA,NA,69.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/20/2019,NA,NA,NA,NA,NA,NA,68.66,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/23/2019,NA,NA,NA,NA,NA,NA,67.49,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/24/2019,NA,NA,NA,NA,NA,NA,69.26,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/25/2019,NA,NA,NA,NA,NA,NA,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/26/2019,NA,NA,NA,NA,NA,NA,69.26,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/27/2019,NA,NA,NA,NA,NA,NA,68.91,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/30/2019,NA,NA,NA,NA,NA,NA,68.3,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/31/2019,NA,NA,NA,NA,NA,NA,67.77,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/1/2020,NA,NA,NA,NA,NA,NA,#N/A,#N/A,28.43,12.263,4.525,8.193,6.3,1.98,329371.559,6.9,3.5,18951.992,23223813
1/2/2020,NA,NA,NA,NA,NA,NA,67.05,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/3/2020,NA,NA,NA,NA,NA,NA,69.08,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/6/2020,NA,NA,NA,NA,NA,NA,70.25,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/7/2020,NA,NA,NA,NA,NA,NA,68.74,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/8/2020,NA,NA,NA,NA,NA,NA,67.31,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/9/2020,0,0,1,0,NA,NA,66.58,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/10/2020,0,0,1,0,NA,NA,66.77,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2020,0,0,0,0,NA,NA,64.14,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/14/2020,0,0,1,0,NA,NA,64.45,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/15/2020,0,0,0,0,NA,NA,63.29,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/16/2020,0,0,0,0,NA,NA,64.63,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/17/2020,0,0,0,0,NA,NA,64.05,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/20/2020,0,0,0,0,NA,NA,64.63,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/21/2020,0,0,1,0,NA,NA,63.66,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/22/2020,0,0,1,0,NA,NA,62.11,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/23/2020,0,0,3,0,NA,NA,61.26,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/24/2020,0,0,3,1,NA,NA,59.34,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/27/2020,0,0,0,1,NA,NA,58.54,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/28/2020,0,0,0,1,NA,NA,59.37,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/29/2020,0,0,0,1,NA,NA,59.46,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/30/2020,0,0,1,1,NA,NA,57.72,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/31/2020,0,0,0,1,NA,NA,57.77,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/3/2020,0,0,0,0,NA,NA,54,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/4/2020,0,0,0,0,NA,NA,53.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/5/2020,0,0,0,0,NA,NA,55.36,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/6/2020,0,0,1,0,NA,NA,55.18,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/7/2020,0,0,1,0,NA,NA,54.53,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/10/2020,0,0,0,0,NA,NA,53.39,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/11/2020,0,0,0,0,NA,NA,54,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/12/2020,0,0,0,0,NA,NA,55.54,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/13/2020,0,0,2,0,NA,NA,56.34,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/14/2020,0,0,5,1,NA,NA,57.37,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/17/2020,0,0,3,1,NA,NA,57.83,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/18/2020,0,0,1,1,NA,NA,57.35,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/19/2020,0,0,5,2,NA,NA,59.72,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/20/2020,0,0,6,3,NA,NA,59.57,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/21/2020,0,0,0,3,NA,NA,58.6,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/24/2020,0,0,4,3,5,NA,56.71,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/25/2020,0,0,4,3,5,NA,55.29,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/26/2020,0,0,8,4,5,NA,54.96,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/27/2020,1,0,5,4,5,NA,52.19,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/28/2020,0,0,4,4,5,NA,51.31,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/29/2020,1,0,9,4,5,NA,52.52,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/1/2020,0,0,18,7,5,NA,52.24,0.31,28.79,-12.464,4.888,9.397,6.8,1.896,329579.358,8.8,4.4,NA,NA
3/2/2020,6,1,36,12,5,NA,51.86,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/3/2020,3,1,51,18,5,NA,51.29,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/4/2020,4,2,70,27,5,NA,45.6,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/5/2020,3,2,78,38,5,NA,35.33,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/6/2020,3,2,130,56,5,NA,35.57,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/7/2020,5,3,146,75,8,NA,34.45,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/8/2020,4,4,214,103,8,NA,31.02,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/9/2020,4,3,390,154,8,NA,32.25,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/10/2020,7,4,498,218,8,NA,27.98,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/11/2020,12,5,530,283,11,NA,27.97,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/12/2020,7,6,734,377,11,NA,22.79,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/13/2020,11,7,951,494,11,NA,23.98,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/14/2020,13,8,1218,647,14,NA,25.55,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/15/2020,20,10,2176,928,20,NA,23.75,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/16/2020,21,13,2346,1207,25,NA,24.5,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/17/2020,27,15,3199,1593,26,NA,25.62,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/18/2020,64,23,4892,2216,26,NA,23.55,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/19/2020,69,32,6121,2986,26,NA,22.39,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/20/2020,92,43,7547,3928,24,NA,19.19,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/21/2020,112,57,9122,5057,24,NA,14.85,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/22/2020,123,72,10858,6297,34,NA,14.97,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/23/2020,161,92,10692,7490,40,1,20.24,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/24/2020,212,119,11402,8662,42,1,24.33,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/2020,301,152,14083,9975,74,1,22.58,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/26/2020,339,191,18538,11748,80,2,22.1,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/27/2020,485,247,20218,13559,91,2,25.22,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2020,560,311,20809,15228,106,2,20.23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2020,668,389,26288,17432,114,4,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/2020,626,455,15306,18092,114,4,#N/A,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2020,990,567,23731,19853,166,4,21.74,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/2020,1123,684,28415,21900,192,4,19.8,0.43,30.01,-38.869,8.721,9.534,16.6,1.021,331693.822,22.9,14.7,17258.205,26477241
4/2/2020,1311,823,30014,23540,235,4,18.69,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2020,1374,950,31742,25186,269,5,19.75,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/4/2020,1548,1091,32518,26859,270,5,17.36,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2020,1871,1263,27040,26966,299,7,9.12,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2020,1699,1416,28644,28872,337,7,13.77,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/7/2020,2100,1575,29187,29651,367,11,15.06,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/8/2020,2244,1735,34240,30483,423,14,15.87,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/9/2020,2216,1864,34840,31173,444,15,15.17,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2020,2237,1987,32656,31303,521,15,15.6,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/11/2020,2203,2081,32144,31250,521,15,17.86,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/12/2020,1862,2080,27137,31264,555,18,18.11,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/13/2020,1895,2108,24988,30741,607,19,18.49,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2020,2472,2161,25080,30155,665,22,20.4,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/15/2020,2703,2226,25254,28871,770,25,25.46,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/16/2020,2454,2260,31681,28420,794,29,24.2,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/17/2020,2322,2273,30325,28087,845,30,24.23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/18/2020,1876,2226,27661,27446,908,30,#N/A,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/19/2020,2005,2246,26891,27411,933,30,25.53,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/20/2020,2056,2269,26085,27568,996,33,26.67,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/21/2020,2658,2296,25234,27590,1026,36,27.89,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/22/2020,2251,2231,31144,28431,1092,36,29.87,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/23/2020,2002,2167,32983,28617,1176,40,30.95,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/24/2020,2080,2132,34903,29271,1226,40,33.3,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/25/2020,1862,2130,32878,30016,1330,43,33.06,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2020,1552,2065,26578,29972,1463,49,34.76,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/27/2020,1513,1988,24173,29699,1531,50,34.78,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/28/2020,2106,1909,23593,29464,1703,60,33.8,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2020,2414,1932,27034,28877,1827,60,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/30/2020,2227,1964,31445,28657,1827,60,33.95,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/1/2020,1927,1943,32141,28263,2171,64,32.73,0.49,29.71,-40.138,9.992,9.121,16.8,1.12,331665.39,21.2,13.2,NA,NA
5/2/2020,1606,1906,28400,27623,2469,72,33.98,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/3/2020,1433,1889,26795,27654,2469,72,34.15,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/4/2020,1242,1850,21545,27279,2469,72,36.74,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/5/2020,2433,1897,22869,27175,2469,72,37.72,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/6/2020,2335,1886,25331,26932,3224,95,37.98,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/7/2020,2098,1867,29530,26658,3392,104,38.41,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/2020,1603,1821,28327,26113,3563,105,41,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/9/2020,1491,1805,25862,25751,3563,105,39.66,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2020,1081,1754,21616,25011,4402,119,40.45,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/11/2020,1067,1729,19804,24762,4664,120,41.18,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/12/2020,1530,1600,24196,24952,4967,127,37.76,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/13/2020,1504,1482,17459,23827,4967,127,38.54,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/14/2020,1933,1458,34450,24530,5339,136,39.44,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/2020,1542,1449,26889,24325,6053,153,40.75,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/16/2020,1225,1411,25817,24318,6402,168,40.47,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/17/2020,926,1389,20023,24091,6635,169,41.75,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/18/2020,966,1375,23122,24565,7072,173,42.33,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/19/2020,1184,1325,21709,24209,7655,177,43.2,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2020,1363,1305,24030,25148,8145,187,42.72,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/21/2020,1091,1185,25810,23914,8676,193,40.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/22/2020,1794,1221,26027,23791,9216,205,41.18,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
